t,slip_2,slip_3,slip_rate_2,slip_rate_3,shear_stress_2,shear_stress_3,pore_pressure,darcy_vel_2,darcy_vel_3,state
59500,5.9638710000000002e-08,-8.1387580000000001e-14,-11.994999999999999,-16.942460000000001,14.600289999999999,-0.00016500059999999999,0.0075693560000000002,1.1650739999999999e-08,-1.1650739999999999e-08,11.604050000000001
60000,6.0144589999999995e-08,-8.7276199999999998e-14,-11.99484,-16.916409999999999,14.60031,-0.00017512229999999999,0.0078070869999999999,1.194234e-08,-1.194234e-08,11.604050000000001
60500,6.0650679999999996e-08,-9.352541e-14,-11.99466,-16.890789999999999,14.60032,-0.0001856773,0.0080497710000000007,1.223805e-08,-1.223805e-08,11.604050000000001
61000,6.1156959999999997e-08,-1.001507e-13,-11.994490000000001,-16.86562,14.600339999999999,-0.0001966689,0.0082974499999999996,1.2537869999999999e-08,-1.2537869999999999e-08,11.604050000000001
61500,6.1663450000000005e-08,-1.0716749999999999e-13,-11.99431,-16.840879999999999,14.60036,-0.00020809999999999999,0.0085501640000000007,1.2841799999999999e-08,-1.2841799999999999e-08,11.604050000000001
62000,6.2170149999999995e-08,-1.1459160000000001e-13,-11.99413,-16.816569999999999,14.600379999999999,-0.0002199727,0.0088079549999999993,1.3149840000000001e-08,-1.3149840000000001e-08,11.604039999999999
62500,6.2677070000000002e-08,-1.224388e-13,-11.99394,-16.79271,14.60041,-0.0002322886,0.0090708609999999995,1.346199e-08,-1.346199e-08,11.604039999999999
63000,6.3184209999999999e-08,-1.307249e-13,-11.99375,-16.769269999999999,14.600429999999999,-0.00024504920000000002,0.0093389240000000002,1.377823e-08,-1.377823e-08,11.604039999999999
63500,6.3691570000000001e-08,-1.3946589999999999e-13,-11.993550000000001,-16.746259999999999,14.60045,-0.00025825559999999997,0.0096121809999999992,1.409857e-08,-1.409857e-08,11.604039999999999
64000,6.4199169999999999e-08,-1.4867769999999999e-13,-11.99335,-16.723669999999998,14.600479999999999,-0.00027190880000000001,0.0098906700000000007,1.4423e-08,-1.4423e-08,11.604039999999999
64500,6.4706999999999998e-08,-1.5837639999999999e-13,-11.99315,-16.70149,14.6005,-0.00028601009999999999,0.01017443,1.475152e-08,-1.475152e-08,11.604039999999999
65000,6.5215069999999994e-08,-1.685782e-13,-11.992940000000001,-16.67971,14.600529999999999,-0.00030056089999999999,0.010463500000000001,1.508411e-08,-1.508411e-08,11.604039999999999
65500,6.5723389999999998e-08,-1.7929940000000001e-13,-11.99273,-16.658329999999999,14.60055,-0.00031556310000000002,0.010757910000000001,1.5420779999999999e-08,-1.5420779999999999e-08,11.604039999999999
66000,6.6231959999999994e-08,-1.9055630000000001e-13,-11.992509999999999,-16.637339999999998,14.600580000000001,-0.00033101920000000001,0.0110577,1.5761509999999998e-08,-1.5761509999999998e-08,11.604039999999999
66500,6.6740779999999998e-08,-2.023655e-13,-11.992290000000001,-16.616710000000001,14.60061,-0.00034693229999999999,0.0113629,1.6106289999999999e-08,-1.6106289999999999e-08,11.604039999999999
67000,6.7249870000000002e-08,-2.147435e-13,-11.99207,-16.596450000000001,14.60064,-0.0003633067,0.01167355,1.6455129999999999e-08,-1.6455129999999999e-08,11.604039999999999
